29-02-2024,20,Ongole - I                                                                                          ,18,2489.6,231.32
01-03-2024,20,Ongole - I                                                                                          ,54,7338.7,230.1
02-03-2024,20,Ongole - I                                                                                          ,236,31826.3,230
04-03-2024,20,Ongole - I                                                                                          ,195,26117.2,229.82
05-03-2024,20,Ongole - I                                                                                          ,346,46110.5,229.94
29-02-2024,25,Kondepi                                                                                             ,18,2497,230
01-03-2024,25,Kondepi                                                                                             ,43,5692.1,230
02-03-2024,25,Kondepi                                                                                             ,75,10130.3,230
04-03-2024,25,Kondepi                                                                                             ,263,34846.6,230
05-03-2024,25,Kondepi                                                                                             ,336,44229.5,230
